,,research,"examinar"
,,research,"investigación"
,,research,"investigar"
,,resentment,"rencor"
,,resentment,"resentimientos"
,,resentment,"resentimiento"
,,respect,"respeta"
,,respect,"respetar"
,,respect,"respetando"
,,respect,"respeto"
,,rest,"reste"
,,rest,"descanso"
,,rest,"demás"
,,rest,"descansar"
,,rest,"resto"
,,rest,"relajar"
,,revolution,"revolution"
,,revolution,"revolución"
,,revolution,"revolucion"
,,ride,"montar"
,,ride,"vehículo"
,,ride,"paseo"
,,ride,"viaje"
,,ride,"automovil"
,,ring,"suena"
,,ring,"cuadrilátero"
,,ring,"timbrar"
,,ring,"anillo"
,,ring,"círculo"
,,ring,"timbre"
,,ring,"ring"
,,ring,"soñar"
,,rinse,"aclarar"
,,rinse,"centrifugar"
,,rinse,"enjuágate"
,,rinse,"lavar"
,,rinse,"juagar"
,,rinse,"enjuagar"
,,rinse,"enjuague"
,,rinse,"lavito"
,,river,"río"
,,river,"river"
,,river,"rio"
,,road,"calle"
,,road,"carretera"
,,road,"camino"
,,road,"road"
,,road,"pista"
,,rock,"roca"
,,rock,"piedra"
,,rock,"rock"
,,room,"cuarto"
,,room,"sala"
,,room,"pieza"
,,room,"habitación"
,,room,"salón"
,,run,"liderar"
,,run,"dirigir"
,,run,"huir"
,,run,"agotarse"
,,run,"corre"
,,run,"carrera"
,,run,"correr"
,,salt,"salada"
,,salt,"sal"
,,salt,"salt"
,,save,"rescatar"
,,save,"salvar"
,,save,"salvarte"
,,save,"ahorrar"
,,save,"guardar"
,,save,"grabar"
,,save,"salvarla"
,,say,"dices"
,,say,"dijo"
,,say,"dice"
,,say,"decir"
,,say,"dicho"
,,say,"dicen"
,,say,"agregar"
,,say,"añadir"
,,say,"saludar"
,,school,"instituto"
,,school,"escuela"
,,school,"escolaridad"
,,school,"universidad"
,,school,"colegio"
,,scream,"gritar"
,,scream,"grita"
,,scream,"grito"
,,sea,"océano"
,,sea,"sea"
,,sea,"mar"
,,sea,"marino"
,,see,"ve"
,,see,"ver"
,,see,"ven"
,,see,"visto"
,,see,"comprobar"
,,see,"muestren"
,,see,"mirar"
,,see,"mira"
,,see,"veo"
,,see,"ves"
,,see,"leer"
,,sell,"venden"
,,sell,"vendo"
,,sell,"vender"
,,send,"enviar"
,,send,"enviado"
,,send,"envía"
,,send,"mandar"
,,send,"enviaré"
,,shadow,"shadow"
,,shadow,"sombras"
,,shadow,"sombra"
,,ship,"enviar"
,,ship,"buque"
,,ship,"nave"
,,ship,"barco"
,,ship,"mandar"
,,ship,"bote"
,,shirt,"remera"
,,shirt,"camiseta"
,,shirt,"camisa"
,,shirt,"blusa"
,,shoot,"fusiar"
,,shoot,"disparado"
,,shoot,"tirar"
,,shoot,"disparan"
,,shoot,"dispararle"
,,shoot,"filmar"
,,shoot,"dispara"
,,shoot,"fotografiar"
,,shoot,"disparar"
,,shout,"gritar"
,,shout,"grites"
,,shout,"grita"
,,shout,"grito"
,,show,"aparecer"
,,show,"presentación"
,,show,"enseñar"
,,show,"apuntar"
,,show,"show"
,,show,"exposición"
,,show,"espectaculo"
,,show,"mostró"
,,show,"enseña"
,,show,"muestra"
,,show,"programa"
,,show,"muestren"
,,show,"concierto"
,,show,"espectáculo"
,,show,"mostrar"
,,show,"muestran"
,,show,"desfile"
,,show,"demonstrar"
,,sign,"firme"
,,sign,"aviso"
,,sign,"letrero"
,,sign,"señal"
,,sign,"firmar"
,,sign,"signo"
,,sign,"anuncio"
,,sing,"canto"
,,sing,"canta"
,,sing,"cantar"
,,sister,"enfermera"
,,sister,"cuñada"
,,sister,"hermana"
,,sister,"hermanita"
,,sit,"sentarse"
,,sit,"siéntese"
,,sit,"siéntate"
,,skate,"skate"
,,skate,"patinar"
,,skate,"patinaje"
,,skate,"patín"
,,skirt,"falda"
,,skirt,"pollera"
,,skirt,"faldas"
,,sky,"cielo"
,,sky,"sky"
,,sky,"cielos"
,,sleep,"dormir"
,,sleep,"duerme"
,,sleep,"sueño"
,,smell,"oler"
,,smell,"olor"
,,smell,"huele"
,,smile,"sonríe"
,,smile,"sonrisa"
,,smile,"sonreír"
,,smoke,"humo"
,,smoke,"fumar"
,,smoke,"cigarrillo"
,,smoke,"fumo"
,,smoke,"cigarro"
,,snake,"snake"
,,snake,"culebra"
,,snake,"víbora"
,,snake,"serpiente"
,,snow,"blancanieves"
,,snow,"nevar"
,,snow,"nieve"
,,snow,"snow"
,,soap,"telenovela"
,,soap,"telenovelas"
,,soap,"jabón"
,,soldier,"soldado"
,,soldier,"soldados"
,,soldier,"soldadito"
,,solution,"solucion"
,,solution,"solución"
,,solution,"soluciones"
,,song,"canto"
,,song,"song"
,,song,"cancion"
,,song,"musica"
,,song,"cantar"
,,song,"música"
,,song,"canción"
,,soup,"pollo"
,,soup,"sopas"
,,soup,"cebolla"
,,soup,"sopa"
,,speak,"hablas"
,,speak,"hablar"
,,speak,"habla"
,,spring,"primavera"
,,spring,"manantial"
,,spring,"spring"
,,stand,"parar"
,,stand,"enfrentarse"
,,stand,"estar"
,,stand,"sobresalir"
,,stand,"estrado"
,,stand,"soportan"
,,stand,"permanecer"
,,stand,"levantarse"
,,stand,"soportar"
,,stand,"aguantar"
,,stand,"parada"
,,stand,"pararse"
,,star,"star"
,,star,"estrellas"
,,star,"estrella"
,,statue,"estatuas"
,,statue,"estatuilla"
,,statue,"estatua"
,,stay,"permanecerá"
,,stay,"estar"
,,stay,"quedarme"
,,stay,"esperar"
,,stay,"quedar"
,,stay,"mantenerse"
,,stay,"mantengan"
,,stay,"permanecer"
,,stay,"quédate"
,,stay,"quedarse"
,,stay,"permanecen"
,,stay,"permanece"
,,stick,"palo"
,,stick,"quédate"
,,stick,"rama"
,,stick,"bastón"
,,stick,"permanecer"
,,stick,"pegar"
,,stone,"roca"
,,stone,"stone"
,,stone,"piedra"
,,stone,"piedras"
,,storm,"tormenta"
,,storm,"storm"
,,storm,"tempestad"
,,storm,"tormentas"
,,story,"noticia"
,,story,"historia"
,,story,"cuento"
,,story,"reportaje"
,,stove,"estufa"
,,stove,"horno"
,,stove,"cocina"
,,street,"esquina"
,,street,"calle"
,,street,"street"
,,street,"calles"
,,strength,"fuerzas"
,,strength,"energías"
,,strength,"fortaleza"
,,strength,"fuerza"
,,student,"estudiante"
,,student,"estudiantes"
,,student,"alumno"
,,succeed,"lograr"
,,succeed,"sobresalir"
,,succeed,"exito"
,,succeed,"triunfar"
,,succeed,"éxito"
,,sue,"demandaré"
,,sue,"sue"
,,sue,"demandar"
,,sugar,"cariño"
,,sugar,"sugar"
,,sugar,"azúcar"
,,suggestion,"consejo"
,,suggestion,"sugerir"
,,suggestion,"sugerencias"
,,suggestion,"sugestión"
,,suggestion,"recomendación"
,,suggestion,"sugerencia"
,,summer,"verano"
,,summer,"summer"
,,summer,"veranos"
,,sun,"sun"
,,sun,"solar"
,,sun,"sol"
,,surprise,"sorprenderte"
,,surprise,"sorpresa"
,,surprise,"sorprender"
,,surprise,"asustar"
,,surprise,"sorprende"
,,swallow,"tragar"
,,swallow,"traga"
,,swallow,"golondrina"
,,sweat,"perspirar"
,,sweat,"perspiración"
,,sweat,"sudan"
,,sweat,"sudor"
,,sweat,"sudar"
,,sweat,"preocupes"
,,sweep,"barre"
,,sweep,"barrido"
,,sweep,"escobar"
,,sweep,"limpiar"
,,sweep,"barrer"
,,swim,"natación"
,,swim,"nadar"
,,swim,"baño"
,,table,"mesita"
,,table,"pupitre"
,,table,"mesa"
,,table,"tabla"
,,take,"retar"
,,take,"sacate"
,,take,"toma"
,,take,"conquistar"
,,take,"soportan"
,,take,"cuidar"
,,take,"llevar"
,,take,"asumir"
,,take,"contestar"
,,take,"retirar"
,,take,"costar"
,,take,"aceptar"
,,take,"adopten"
,,take,"sacar"
,,take,"coger"
,,take,"dar"
,,take,"saca"
,,take,"tomar"
,,take,"llevan"
,,take,"correr"
,,take,"tomarse"
,,take,"soportar"
,,take,"aguantar"
,,take,"fotografiar"
,,take,"aprovechó"
,,take,"descansar"
,,take,"lleva"
,,talent,"talento"
,,talent,"talentos"
,,talent,"talent"
,,talk,"discurso"
,,talk,"charlar"
,,talk,"hablar"
,,talk,"habla"
,,talk,"hablemos"
,,talk,"conversación"
,,teach,"enseñarle"
,,teach,"mostrar"
,,teach,"enseñar"
,,teach,"enseñarte"
,,teach,"enseña"
,,tear,"tirar"
,,tear,"romper"
,,tear,"lágrima"
,,tear,"lacrimógeno"
,,telephone,"telefónico"
,,telephone,"teléfono"
,,telephone,"telefónica"
,,tell,"explicar"
,,tell,"recomendar"
,,tell,"dime"
,,tell,"notar"
,,tell,"adivinar"
,,tell,"nota"
,,tell,"diré"
,,tell,"decir"
,,tell,"charlar"
,,tell,"contar"
,,tell,"relatar"
,,tell,"cuento"
,,tell,"dile"
,,tell,"cuentan"
,,temper,"caracter"
,,temper,"humor"
,,temper,"genio"
,,temper,"carácter"
,,temper,"paciencia"
,,temper,"temperamento"
,,tent,"tiendas"
,,tent,"tienda"
,,tent,"carpa"
,,test,"test"
,,test,"examen"
,,test,"prueba"
,,test,"examinar"
,,test,"probar"
,,thank,"agradecerte"
,,thank,"gracias"
,,thank,"agradezco"
,,thank,"agradecer"
,,theory,"teorías"
,,theory,"teoría"
,,theory,"teoria"
,,think,"pensar"
,,think,"creo"
,,think,"pensando"
,,think,"crees"
,,think,"considerar"
,,think,"creer"
,,think,"imaginar"
,,think,"opinión"
,,throw,"tirar"
,,throw,"tiro"
,,throw,"aventar"
,,throw,"lanzar"
,,throw,"desperdiciar"
,,throw,"lancen"
,,throw,"arrojar"
,,throw,"vomitar"
,,throw,"lanzamiento"
,,thumb,"pulgares"
,,thumb,"dedo"
,,thumb,"pulgar"
,,thunder,"trueno"
,,thunder,"thunder"
,,thunder,"truenos"
,,ticket,"boleto"
,,ticket,"entrada"
,,ticket,"billete"
,,ticket,"tiquete"
,,tide,"tide"
,,tide,"marea"
,,tide,"corriente"
,,tie,"empate"
,,tie,"atar"
,,tie,"corbata"
,,tie,"empatar"
,,tie,"amarrar"
,,tie,"unir"
,,title,"título"
,,title,"nombre"
,,title,"titulo"
,,toast,"tostada"
,,toast,"tostado"
,,toast,"tostar"
,,toast,"brindar"
,,toast,"brindis"
,,toast,"tostadas"
,,toast,"saludar"
,,toe,"pie"
,,toe,"dedo"
,,toe,"pies"
,,tongue,"lenguas"
,,tongue,"boca"
,,tongue,"lengua"
,,tooth,"dientes"
,,tooth,"muela"
,,tooth,"diente"
,,touch,"tacto"
,,touch,"contacto"
,,touch,"toque"
,,touch,"tocar"
,,touch,"toques"
,,tower,"torre"
,,tower,"tower"
,,tower,"campanario"
,,town,"aldea"
,,town,"town"
,,town,"villa"
,,town,"poblado"
,,town,"pueblito"
,,town,"ciudad"
,,town,"pueblo"
,,tragedy,"tragedias"
,,tragedy,"tragedia"
,,tragedy,"desgracia"
,,train,"entrenar"
,,train,"trenes"
,,train,"tren"
,,transfer,"mover"
,,transfer,"traslado"
,,transfer,"transferir"
,,transfer,"transferencia"
,,transfer,"trasladar"
,,translate,"traduzca"
,,translate,"traducir"
,,translate,"traduce"
,,translation,"traduccion"
,,translation,"traslación"
,,translation,"translation"
,,translation,"traducción"
,,travel,"viajes"
,,travel,"volar"
,,travel,"viajar"
,,travel,"viaje"
,,tree,"tree"
,,tree,"palo"
,,tree,"árbol"
,,tree,"árboles"
,,trip,"vacación"
,,trip,"trip"
,,trip,"excursión"
,,trip,"viaje"
,,trouble,"problemas"
,,trouble,"lío"
,,trouble,"problema"
,,trouble,"peligro"
,,trouble,"dificultades"
,,truck,"camioneta"
,,truck,"camiones"
,,truck,"camión"
,,trust,"confiar"
,,trust,"confianza"
,,trust,"confía"
,,trust,"fundación"
,,truth,"cierto"
,,truth,"realidad"
,,truth,"verdad"
,,try,"intentó"
,,try,"probar"
,,try,"esfuerzan"
,,try,"tratar"
,,try,"intento"
,,try,"intentando"
,,try,"intenta"
,,try,"pretender"
,,try,"intentarlo"
,,try,"juzgar"
,,try,"intentar"
,,try,"esforzarse"
,,tunnel,"túneles"
,,tunnel,"tunel"
,,tunnel,"túnel"
,,twist,"torcer"
,,twist,"toque"
,,twist,"tornar"
,,twist,"vuelco"
,,twist,"torbellino"
,,twist,"moverse"
,,twist,"giro"
,,twist,"voltear"
,,twist,"twist"
,,twist,"doblar"
,,uncle,"tio"
,,uncle,"tíos"
,,uncle,"tío"
,,university,"universidad"
,,university,"university"
,,university,"universitario"
,,value,"valoro"
,,value,"valor"
,,value,"valoras"
,,vegetable,"verduras"
,,vegetable,"vegetales"
,,vegetable,"vegetal"
,,vegetable,"legumbre"
,,vegetable,"verdura"
,,vehicle,"vehículo"
,,vehicle,"auto"
,,vehicle,"coche"
,,vehicle,"automovil"
,,victim,"víctimas"
,,victim,"víctima"
,,victim,"victima"
,,victory,"victory"
,,victory,"triunfo"
,,victory,"victoria"
,,victory,"éxito"
,,village,"aldea"
,,village,"villa"
,,village,"poblado"
,,village,"pueblito"
,,village,"barrio"
,,village,"pueblo"
,,violin,"violinista"
,,violin,"violín"
,,violin,"violin"
,,visitor,"visitas"
,,visitor,"visitante"
,,visitor,"visita"
,,voice,"voice"
,,voice,"voces"
,,voice,"voz"
,,vote,"voto"
,,vote,"votación"
,,vote,"votar"
,,wait,"espere"
,,wait,"espera"
,,wait,"esperar"
,,walk,"camina"
,,walk,"caminar"
,,walk,"paseo"
,,walk,"camino"
,,wall,"pared"
,,wall,"wall"
,,wall,"muro"
,,want,"deseo"
,,want,"quieren"
,,want,"querer"
,,want,"ganas"
,,want,"quieres"
,,want,"quiero"
,,want,"pretender"
,,want,"desear"
,,want,"quiere"
,,war,"guerra"
,,war,"war"
,,war,"guerras"
,,wash,"lavarme"
,,wash,"lavado"
,,wash,"lavar"
,,wash,"enjuagar"
,,waste,"gastar"
,,waste,"residuo"
,,waste,"basura"
,,waste,"perdida"
,,waste,"desperdicio"
,,waste,"desperdiciar"
,,waste,"pérdida"
,,waste,"perder"
,,watch,"ver"
,,watch,"observar"
,,watch,"vigilar"
,,watch,"mirar"
,,watch,"cuidado"
,,watch,"cuidar"
,,watch,"reloj"
,,water,"agua"
,,water,"water"
,,water,"aguas"
,,water,"jabón"
,,wave,"oleada"
,,wave,"onda"
,,wave,"ola"
,,wave,"saludar"
,,wear,"uso"
,,wear,"traer"
,,wear,"ponerse"
,,wear,"llevar"
,,wear,"agotar"
,,wear,"usar"
,,wear,"ponerme"
,,wear,"vestir"
,,week,"semana"
,,week,"semanas"
,,week,"días"
,,whine,"queja"
,,whine,"quejarse"
,,whine,"quejas"
,,whine,"quejarte"
,,whine,"renegar"
,,whine,"lloriquear"
,,whisper,"whisper"
,,whisper,"murmullo"
,,whisper,"susurrar"
,,whisper,"murmurar"
,,whisper,"susurro"
,,wife,"mujer"
,,wife,"esposa"
,,wife,"señora"
,,win,"ganar"
,,win,"vencer"
,,win,"ganas"
,,win,"gano"
,,win,"victoria"
,,wind,"wind"
,,wind,"aire"
,,wind,"viento"
,,wind,"brisa"
,,window,"ventana"
,,window,"ventanas"
,,window,"ventanilla"
,,window,"vidrio"
,,wine,"bodega"
,,wine,"vinos"
,,wine,"vino"
,,wing,"wing"
,,wing,"ala"
,,wing,"alas"
,,winter,"invernal"
,,winter,"winter"
,,winter,"invierno"
,,wish,"deseo"
,,wish,"desearía"
,,wish,"esperar"
,,wish,"desear"
,,wish,"gustaría"
,,woman,"anciana"
,,woman,"mujer"
,,woman,"mujeres"
,,woman,"chica"
,,wonder,"milagro"
,,wonder,"pensar"
,,wonder,"dudar"
,,wonder,"preguntarse"
,,wonder,"pregunto"
,,wonder,"maravilla"
,,wonder,"extraña"
,,wonder,"extranarse"
,,wonder,"imaginar"
,,work,"esfuerzan"
,,work,"esfuerzo"
,,work,"trabajen"
,,work,"trabajo"
,,work,"trabajar"
,,work,"trabajan"
,,work,"funciona"
,,work,"esforzarse"
,,write,"escribe"
,,write,"escribo"
,,write,"escribir"
,,youth,"jóvenes"
,,youth,"adolescente"
,,youth,"juventud"
,,youth,"joven"
,,overcoat,"abrigo"
,,overcoat,"sobretodo"
,,overcoat,"gabardina"
,,boring,"aburrido"
,,boring,"aburrida"
,,boring,"aburridos"
,,boring,"aburrimiento"
,,near,"cercanas"
,,near,"casi"
,,near,"cerca"
,,near,"a"
,,near,"acercar"
,,accord,"acuerdo"
,,accord,"acordar"
,,accord,"voluntad"
,,accord,"accord"
,,recall,"recuerdo"
,,recall,"recordar"
,,recall,"acordar"
,,recall,"recuerda"
,,settle,"asentarse"
,,settle,"acordar"
,,settle,"resolver"
,,settle,"afincarse"
,,settle,"establecerse"
,,settle,"arreglar"
,,settle,"cálmate"
,,deed,"acto"
,,deed,"escritura"
,,deed,"obra"
,,deed,"hecho"
,,deed,"acción"
,,certain,"ciertas"
,,certain,"cierta"
,,certain,"seguro"
,,certain,"certeza"
,,certain,"acuerdo"
,,certain,"cierto"
,,deal,"acuerdo"
,,deal,"negocio"
,,deal,"trato"
,,deal,"contrato"
,,deal,"lidiar"
,,deal,"cosa"
,,deal,"afrontar"
,,deal,"oferta"
,,deal,"negociar"
,,divine,"divino"
,,divine,"divina"
,,divine,"adivinar"
,,divine,"divinos"
,,foresee,"prevee"
,,foresee,"preveo"
,,foresee,"veo"
,,foresee,"adivinar"
,,foresee,"prever"
,,aggregate,"agregado"
,,aggregate,"agregar"
,,aggregate,"total"
,,attach,"adjuntar"
,,attach,"conectar"
,,attach,"agregar"
,,attach,"unir"
,,achieve,"lograr"
,,achieve,"alcanzar"
,,achieve,"conseguir"
,,realize,"sabes"
,,realize,"cuenta"
,,realize,"sabía"
,,realize,"percataron"
,,realize,"alcanzar"
,,rug,"alfombra"
,,rug,"manta"
,,rug,"tapete"
,,alleviation,"erradicación"
,,alleviation,"aliviadas"
,,alleviation,"alivio"
,,greed,"codicia"
,,greed,"avaricia"
,,greed,"ambición"
,,ad,"ad"
,,ad,"anuncio"
,,ad,"aviso"
,,advertisement,"anuncio"
,,advertisement,"aviso"
,,advertisement,"publicidad"
,,commercial,"anuncio"
,,commercial,"comerciales"
,,commercial,"comercial"
,,seem,"aparecer"
,,seem,"parecen"
,,seem,"parece"
,,seem,"pareces"
,,seem,"parecer"
,,approximate,"aproximada"
,,approximate,"aproximado"
,,approximate,"estimar"
,,approximate,"aproximadamente"
,,approximate,"aproximar"
,,note,"apuntar"
,,note,"nota"
,,note,"billete"
,,note,"note"
,,firearm,"arma"
,,firearm,"fuego"
,,firearm,"armas"
,,weapon,"arma"
,,weapon,"armas"
,,weapon,"pistola"
,,armoire,"armoire"
,,armoire,"armario"
,,armoire,"aparador"
,,dresser,"cómoda"
,,dresser,"vestidor"
,,dresser,"armario"
,,dresser,"tocador"
,,wardrobe,"guardarropa"
,,wardrobe,"ropero"
,,wardrobe,"vestuario"
,,wardrobe,"armario"
,,attend,"ir"
,,attend,"atender"
,,attend,"asistió"
,,attend,"asistir"
,,scare,"espantar"
,,scare,"asustarte"
,,scare,"susto"
,,scare,"asustarme"
,,scare,"asustar"
,,scare,"atemorizar"
,,bind,"atar"
,,bind,"aprieto"
,,bind,"amarrar"
,,bind,"unen"
,,bathroom,"cuarto"
,,bathroom,"lavabo"
,,bathroom,"baño"
,,restroom,"servicio"
,,restroom,"baños"
,,restroom,"baño"
,,shower,"fiesta"
,,shower,"bañar"
,,shower,"ducha"
,,shower,"lluvia"
,,shower,"ducharme"
,,shower,"baño"
,,toilet,"sanitario"
,,toilet,"baño"
,,toilet,"inodoro"
,,toilet,"higiénico"
,,dancing,"bailar"
,,dancing,"bailando"
,,dancing,"baile"
,,scale,"escala"
,,scale,"balanza"
,,scale,"balance"
,,scale,"escalar"
,,pub,"taberna"
,,pub,"bar"
,,pub,"pub"
,,garbage,"basurero"
,,garbage,"mierda"
,,garbage,"basura"
,,trash,"papelera"
,,trash,"basurero"
,,trash,"basura"
,,voucher,"recibo"
,,voucher,"boleto"
,,voucher,"vale"
,,voucher,"cupón"
,,purse,"bolsa"
,,purse,"bolso"
,,purse,"cartera"
,,bomb,"bombas"
,,bomb,"bomba"
,,bomb,"bombardear"
,,fireman,"bombero"
,,fireman,"bomberos"
,,fireman,"bomba"
,,fireman,"fogonero"
,,border,"borde"
,,border,"frontera"
,,border,"fronteras"
,,border,"fronteriza"
,,rim,"aro"
,,rim,"borde"
,,rim,"rim"
,,side,"costado"
,,side,"parte"
,,side,"borde"
,,side,"codo"
,,side,"lado"
,,wood,"bosque"
,,wood,"wood"
,,wood,"madera"
,,container,"contenedores"
,,container,"contenedor"
,,container,"recipiente"
,,container,"bote"
,,cheer,"animarte"
,,cheer,"animar"
,,cheer,"brindis"
,,cheer,"anímate"
,,cheer,"alentar"
,,cheers,"gracias"
,,cheers,"brindis"
,,cheers,"salud"
,,cheers,"saludos"
,,cellular,"célula"
,,cellular,"móvil"
,,cellular,"celular"
,,cellular,"celulares"
,,bedroom,"cuarto"
,,bedroom,"cama"
,,bedroom,"cámara"
,,bedroom,"habitación"
,,bedroom,"dormitorio"
,,chamber,"sala"
,,chamber,"cámara"
,,chamber,"recámara"
,,lawn,"jardín"
,,lawn,"pasto"
,,lawn,"cesped"
,,lawn,"césped"
,,lawn,"grama"
,,yard,"jardín"
,,yard,"yard"
,,yard,"patio"
,,yard,"césped"
,,slap,"abofetear"
,,slap,"palmada"
,,slap,"bofetada"
,,slap,"cachete"
,,cafe,"cafe"
,,cafe,"café"
,,cafe,"cafetería"
,,warm,"calentar"
,,warm,"calor"
,,warm,"caliente"
,,warm,"cálido"
,,hot,"calientes"
,,hot,"calor"
,,hot,"caliente"
,,warmth,"cariño"
,,warmth,"calor"
,,warmth,"calidez"
,,bus,"bus"
,,bus,"autobús"
,,bus,"camión"
,,bus,"autobuses"
,,path,"ruta"
,,path,"camino"
,,path,"sendero"
,,way,"medio"
,,way,"solución"
,,way,"propósito"
,,way,"modo"
,,way,"desenvolverse"
,,way,"manera"
,,way,"camino"
,,way,"vía"
,,way,"proposito"
,,way,"paso"
,,way,"forma"
,,way,"trayecto"
,,way,"dirección"
,,way,"cierto"
,,blouse,"blusas"
,,blouse,"camisa"
,,blouse,"blusa"
,,padlock,"candado"
,,padlock,"candados"
,,padlock,"cerrojo"
,,charge,"mando"
,,charge,"cargar"
,,charge,"carga"
,,charge,"cargo"
,,charge,"responsable"
,,charge,"acusar"
,,charge,"cargos"
,,charge,"encarga"
,,load,"carga"
,,load,"montón"
,,load,"cargar"
,,flesh,"piel"
,,flesh,"hueso"
,,flesh,"carne"
,,career,"carrera"
,,career,"profesión"
,,career,"profesional"
,,wed,"casarse"
,,wed,"casados"
,,wed,"casada"
,,wed,"wed"
,,provoke,"provoques"
,,provoke,"provocarlo"
,,provoke,"provocar"
,,provoke,"causar"
,,downtown,"ciudad"
,,downtown,"central"
,,downtown,"centro"
,,middle,"mitad"
,,middle,"media"
,,middle,"medio"
,,middle,"centro"
,,cerebrum,"cerebrum"
,,cerebrum,"cerebelo"
,,cerebrum,"cerebro"
,,chat,"charlar"
,,chat,"hablar"
,,chat,"conversación"
,,chat,"charla"
,,mingle,"mezclan"
,,mingle,"mezclarse"
,,mingle,"charlar"
,,mingle,"mezclarme"
,,heaven,"cielo"
,,heaven,"dios"
,,heaven,"cielos"
,,class,"clases"
,,class,"clase"
,,class,"curso"
,,class,"promoción"
,,organization,"organización"
,,organization,"organizaciones"
,,organization,"club"
,,organization,"organizacion"
,,refuge,"refugio"
,,refuge,"refugió"
,,refuge,"cobija"
,,refuge,"refugiado"
,,chef,"chef"
,,chef,"jefe"
,,chef,"cocinero"
,,catch,"pescar"
,,catch,"atrapar"
,,catch,"tomar"
,,catch,"agarrar"
,,catch,"alcanzar"
,,catch,"coger"
,,grab,"tomar"
,,grab,"agarrar"
,,grab,"toma"
,,grab,"agarra"
,,grab,"coger"
,,cling,"aferras"
,,cling,"aferrarse"
,,cling,"colgar"
,,cling,"aferran"
,,meal,"cena"
,,meal,"comida"
,,meal,"comer"
,,commited,"cometido"
,,commited,"suicidó"
,,commited,"comité"
,,commited,"cometió"
,,companionship,"compañerismo"
,,companionship,"compañía"
,,companionship,"compañia"
,,contest,"concurso"
,,contest,"competencia"
,,contest,"competición"
,,tournament,"torneo"
,,tournament,"campeonato"
,,tournament,"torneos"
,,tournament,"competición"
,,purchase,"comprar"
,,purchase,"compra"
,,purchase,"adquirir"
,,meaning,"decir"
,,meaning,"concepto"
,,meaning,"significado"
,,meaning,"significa"
,,consciousness,"conciencia"
,,consciousness,"consciencia"
,,consciousness,"conocimiento"
,,conduct,"llevar"
,,conduct,"conducir"
,,conduct,"realizar"
,,conduct,"conducta"
,,bunny,"conejo"
,,bunny,"conejito"
,,bunny,"bunny"
,,conference,"rueda"
,,conference,"conferencia"
,,conference,"conferencias"
,,confide,"confiar"
,,confide,"confidencias"
,,confide,"confidencia"
,,confide,"confía"
,,depend,"depende"
,,depend,"confiar"
,,depend,"depender"
,,depend,"dependen"
,,meet,"conocer"
,,meet,"cumplir"
,,meet,"vemos"
,,meet,"placer"
,,meet,"reunión"
,,meet,"conocerte"
,,meet,"encontrar"
,,recognize,"reconozco"
,,recognize,"reconoces"
,,recognize,"conocer"
,,recognize,"reconoció"
,,recognize,"reconoce"
,,accomplish,"lograr"
,,accomplish,"cumplir"
,,accomplish,"conseguir"
,,obtain,"obtuvo"
,,obtain,"obtener"
,,obtain,"conseguir"
,,counseling,"consejero"
,,counseling,"consejo"
,,counseling,"asesoramiento"
,,counseling,"terapia"
,,construct,"constructo"
,,construct,"construir"
,,construct,"construcción"
,,lease,"arrendar"
,,lease,"rentar"
,,lease,"arrendamiento"
,,lease,"alquiler"
,,lease,"contrato"
,,post,"correos"
,,post,"puesto"
,,post,"post"
,,post,"correo"
,,breed,"especie"
,,breed,"raza"
,,breed,"mestizo"
,,breed,"criar"
,,fourth,"cuarto"
,,fourth,"cuatro"
,,fourth,"cuarta"
,,tale,"historia"
,,tale,"cuento"
,,tale,"relato"
,,beware,"cuídate"
,,beware,"ten"
,,beware,"cuidado"
,,careful,"cuidadosa"
,,careful,"cuidadoso"
,,careful,"cuidado"
,,caution,"precaución"
,,caution,"cuidado"
,,caution,"cautela"
,,fault,"fallo"
,,fault,"culpa"
,,fault,"culpable"
,,fault,"falla"
,,sin,"pecados"
,,sin,"culpa"
,,sin,"pecado"
,,sin,"sin"
,,accuse,"acusar"
,,accuse,"acuso"
,,accuse,"acusarme"
,,accuse,"culpar"
,,training,"entrenamiento"
,,training,"curso"
,,training,"formación"
,,training,"entrenando"
,,injure,"daño"
,,injure,"herir"
,,injure,"lastimar"
,,injure,"dañar"
,,pain,"sufrimientos"
,,pain,"daño"
,,pain,"doler"
,,pain,"dolores"
